company,product,category,screen(pixel),ram(GB),gpu,os,os_version,weigth(kg),price,resolution,screentype,touchscreen,cpu_name,cpu_speed(GHz),cpu_brand,storage_1(GB),storage_2(GB),storage_1_type,storage_2_type,gpu_name
Acer,Swift SF114-31-P5HY,Notebook,14.0,4,Intel HD Graphics 405,Windows,Windows 10,1.6,3103308.0,1366x768,,0.0,Intel Pentium Quad Core N3710,1.6,Intel,128.0,0.0,Flash Storage,,Intel
Lenovo,Thinkpad P51,Notebook,15.6,32,Nvidia Quadro M2200M,Windows,Windows 10,2.5,43561908.0,3840x2160,IPSPanel,0.0,Intel Xeon E3-1535M v6,3.1,Intel,1000.0,0.0,SSD,,Nvidia
Dell,Inspiron 7559,Gaming,15.6,16,Nvidia GeForce GTX 960<U+039C>,Windows,Windows 10,2.59,7816156.92,1920x1080,,0.0,Intel Core i7 6700HQ,2.6,Intel,1000.0,0.0,HDD,,Nvidia
Dell,Vostro 3568,Notebook,15.6,4,Intel HD Graphics 520,Linux,Linux ,2.18,3947158.8,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 3567,Notebook,15.6,4,Intel HD Graphics 520,Linux,Linux ,2.25,3192228.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Intel
Dell,Latitude 5580,Notebook,15.6,4,Intel HD Graphics 620,Linux,Linux ,1.93,7727148.0,1366x768,,0.0,Intel Core i5 7300U,2.6,Intel,500.0,0.0,HDD,,Intel
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows,Windows 10,3.0,10385856.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Vostro 3568,Notebook,15.6,4,AMD Radeon R5 M420,Linux,Linux ,2.18,5059548.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,AMD
HP,EliteBook 850,Ultrabook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.84,12350988.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
MSI,GT62VR 7RE,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,Windows 10,2.94,20165811.12,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,4,Intel HD Graphics 400,Chrome OS,Chrome OS ,1.25,3370068.0,1366x768,IPSPanel,1.0,Intel Celeron Quad Core N3160,1.6,Intel,32.0,0.0,Flash Storage,,Intel
HP,ProBook 650,Notebook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,2.31,9994608.0,1366x768,,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad T470,Notebook,14.0,8,Intel HD Graphics 520,Windows,Windows 7,1.65,13026780.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Dell,Inspiron 5570,Notebook,15.6,4,AMD Radeon 530,Windows,Windows 10,2.2,6900192.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,1000.0,0.0,HDD,,AMD
Fujitsu,LifeBook A557,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.2,7104708.0,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,EliteBook 850,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 7,1.88,8287344.0,1366x768,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,Nvidia GeForce 920MX,Windows,Windows 10,2.2,7993908.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,Nvidia
Mediacom,SmartBook 140,Notebook,14.0,2,Intel HD Graphics,Windows,Windows 10,1.4,2125188.0,1920x1080,,0.0,Intel Atom x5-Z8350,1.44,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,Intel HD Graphics 620,No OS,No OS ,2.2,4161456.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,0.0,SSD,,Intel
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6,Intel HD Graphics 620,Windows,Windows 10,1.5,5682076.92,1920x1080,,1.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Dell,XPS 15,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.0,16183440.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Asus,ZenBook 3,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,Windows 10,1.1,16894800.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Dell,Inspiron 7567,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.62,13151268.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4,Intel UHD Graphics 620,Windows,Windows 10,1.8,7371468.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,Ideapad 320-15ISK,Notebook,15.6,4,Nvidia GeForce 920MX ,Windows,Windows 10,2.2,5148468.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,Nvidia
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,8,Intel HD Graphics 500,Windows,Windows 10,2.0,3547908.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,1000.0,0.0,HDD,,Intel
Asus,VivoBook Pro,Notebook,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,1.99,8061665.04,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Dell,XPS 13,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.23,16619148.0,3200x1800,,1.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2,Intel HD Graphics 400,Windows,Windows 10,1.42,2214108.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.37,15626978.64,1920x1080,IPSPanel,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Dell,XPS 15,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows,Windows 10,2.06,21331908.0,3840x2160,,1.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,SSD,,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Nvidia GeForce GTX 1050M,Windows,Windows 10,2.5,9861228.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,8,AMD Radeon R5,Windows,Windows 10,2.6,4631842.8,1600x900,,0.0,AMD A9-Series 9420,3.0,AMD,1000.0,0.0,HDD,,AMD
Lenovo,ThinkPad X1,Ultrabook,14.0,16,Intel HD Graphics 620,Windows,Windows 10,1.14,21785400.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Asus,ROG GL553VE-FY022,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,No OS,No OS ,2.5,10394748.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,0.0,HDD,,Nvidia
Acer,Extensa EX2540,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.4,4001400.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,4,Intel HD Graphics,Windows,Windows 10,1.43,2436408.0,1366x768,,0.0,Intel Celeron Dual Core N3060,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Acer,Swift 3,Ultrabook,14.0,8,Intel Graphics 620,Windows,Windows 10,1.8,8171748.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Razer,Blade Pro,Gaming,14.0,16,Nvidia GeForce GTX 1060,Windows,Windows 10,1.95,23110308.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Toshiba,Portege Z30-C-16J,Notebook,13.3,8,Intel HD Graphics 520,Windows,Windows 10,1.2,10785996.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,256.0,0.0,SSD,,Intel
Lenovo,Thinkpad X270,Ultrabook,12.5,8,Intel HD Graphics 620,Windows,Windows 10,1.36,14084928.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Asus,ROG G701VI,Gaming,17.3,32,Nvidia GeForce GTX 1080,Windows,Windows 10,3.8,24888708.0,1920x1080,IPSPanel,0.0,Intel Core i7 6820HK,2.7,Intel,512.0,0.0,SSD,,Nvidia
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,8,Nvidia GeForce GTX 1050,Linux,Linux ,2.4,6304428.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Dell,XPS 13,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.2,12892510.8,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
MSI,GL62M 7REX,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.2,10597485.6,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,250 G6,Notebook,15.6,4,Intel HD Graphics 520,No OS,No OS ,1.86,3244690.8,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Toshiba,Tecra A50-D-11M,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.0,9461088.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,Intel
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.2,8171748.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,0.0,SSD,,AMD
Dell,Inspiron 5570,Notebook,15.6,16,AMD Radeon 530,Windows,Windows 10,2.2,10092420.0,1920x1080,,0.0,Intel Core i7 8550U,1.8,Intel,256.0,2000.0,SSD  ,HDD,AMD
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8,Nvidia GeForce GTX 960,Windows,Windows 10,3.31,10634832.0,1920x1080,IPSPanel,0.0,Intel Core i7 6700HQ,2.6,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Alienware 17,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,Windows 10,4.42,27986414.04,3840x2160,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,512.0,1000.0,SSD  ,HDD,Nvidia
Dell,Latitude E7470,Notebook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.56,10928268.0,1920x1080,,0.0,Intel Core i5 6300U,2.4,Intel,256.0,0.0,SSD,,Intel
Lenovo,Ideapad 320-15IAP,Notebook,15.6,4,Intel HD Graphics 500,Windows,Windows 10,2.2,3725748.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,500.0,0.0,HDD,,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.2,4757220.0,1920x1080,,0.0,Intel Core i5 6200U,2.3,Intel,500.0,0.0,HDD,,Intel
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6,AMD Radeon R5 M430,Windows,Windows 10,2.04,4792788.0,1920x1080,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
MSI,GP72VR Leopard,Gaming,17.3,8,Nvidia GeForce GTX 1060,Windows,Windows 10,2.7,13220358.84,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Toshiba,Satellite Pro,Notebook,15.6,4,Intel HD Graphics 520,Windows,Windows 10,2.1,4428216.0,1366x768,,0.0,Intel Core i3 6100U,2.1,Intel,128.0,0.0,SSD,,Intel
Dell,Latitude 3580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.06,8491860.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.1,6624540.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,1000.0,0.0,HDD,,AMD
Toshiba,Tecra Z50-D-10E,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.0,11186136.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Acer,Aspire 3,Notebook,15.6,4,Intel HD Graphics 520,Linux,Linux ,2.1,3663504.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,128.0,0.0,SSD,,Intel
Microsoft,Surface Laptop,Ultrabook,13.5,8,Intel Iris Plus Graphics 640,Windows,Windows 10 S,1.252,16608922.2,2256x1504,,1.0,Intel Core i7 7600U,2.8,Intel,256.0,0.0,SSD,,Intel
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,AMD Radeon R5 M430,Windows,Windows 10,1.9,7273211.4,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,128.0,1000.0,SSD  ,HDD,AMD
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.3,9194328.0,1920x1080,IPSPanel,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,AMD Radeon R2 Graphics,Windows,Windows 10,2.2,3103308.0,1366x768,,0.0,AMD E-Series E2-9000,2.2,AMD,128.0,0.0,SSD,,AMD
HP,Pavilion X360,2 in 1 Convertible,14.0,4,Nvidia GeForce 940MX,Windows,Windows 10,1.63,6215508.0,1920x1080,IPSPanel,1.0,Intel Core i3 7100U,2.4,Intel,128.0,0.0,SSD,,Nvidia
MSI,GP62 7RDX,Gaming,15.6,16,Nvidia GeForce GTX 1050,Windows,Windows 10,2.4,11506248.0,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
Asus,Zenbook 3,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.1,10092420.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,Chromebook X360,2 in 1 Convertible,11.6,8,Intel HD Graphics 500,Chrome OS,Chrome OS ,1.4,4401540.0,1366x768,,1.0,Intel Celeron Dual Core N3350,1.1,Intel,64.0,0.0,Flash Storage,,Intel
LG,Gram 15Z975,Ultrabook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.09,20442708.0,1920x1080,IPSPanel,0.0,Intel Core i7 8550U,1.8,Intel,512.0,0.0,SSD,,Intel
Acer,Aspire VX5-591G,Gaming,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.5,11550708.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Nvidia
MSI,GV62M 7RD,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.2,8873326.8,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,256.0,0.0,SSD,,Nvidia
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,Intel HD Graphics 500,Windows,Windows 10,1.86,3725748.0,1366x768,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,128.0,0.0,SSD,,Intel
Dell,Alienware 15,Gaming,15.6,16,Nvidia GeForce GTX 1060,Windows,Windows 10,3.21,18237492.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
HP,17-bs000nv I3,Notebook,17.3,4,AMD Radeon R5 520,Windows,Windows 10,2.5,6215508.0,1920x1080,IPSPanel,0.0,Intel Core i3 6006U,2.0,Intel,256.0,0.0,SSD,,AMD
Lenovo,Yoga 730,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.19,13329108.0,1920x1080,IPSPanel,1.0,Intel Core i7 8550U,1.8,Intel,512.0,0.0,SSD,,Intel
Dell,Alienware 15,Gaming,15.6,16,Nvidia GeForce GTX 1070,Windows,Windows 10,3.49,25019865.0,1920x1080,,0.0,Intel Core i7 7820HK,2.9,Intel,256.0,1000.0,SSD  ,HDD,Nvidia
HP,250 G6,Notebook,15.6,4,AMD Radeon 520,Windows,Windows 10,1.86,5447328.12,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,500.0,0.0,HDD,,AMD
Dell,Inspiron 3567,Notebook,15.6,4,AMD Radeon R5 M430,Windows,Windows 10,2.2,4852097.64,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,1000.0,0.0,HDD,,AMD
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,AMD Radeon R7 M440,Windows,Windows 10,2.65,5059548.0,1920x1080,IPSPanel,0.0,AMD A10-Series 9600P,2.4,AMD,2000.0,0.0,HDD,,AMD
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,Intel HD Graphics 510,Windows,Windows 10,2.1,2827656.0,1366x768,,0.0,Intel Celeron Dual Core 3855U,1.6,Intel,500.0,0.0,HDD,,Intel
Acer,Chromebook 14,Notebook,14.0,4,Intel HD Graphics 510,Chrome OS,Chrome OS ,1.45,3334500.0,1366x768,,0.0,Intel Celeron Dual Core 3855U,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4,Intel HD Graphics 620,Windows,Windows 10,1.7,6215508.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
HP,ZBook 17,Workstation,17.3,8,Nvidia Quadro M1200,Windows,Windows 10,3.14,16965847.08,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,500.0,0.0,HDD,,Nvidia
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.42,23030280.0,2560x1440,,1.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Intel
Toshiba,Satellite Pro,Notebook,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.5,8651916.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Acer,TravelMate B117-M,Netbook,11.6,4,Intel HD Graphics,Windows,Windows 10,1.4,2391948.0,1366x768,,0.0,Intel Celeron Dual Core N3050,1.6,Intel,32.0,0.0,Flash Storage,,Intel
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows,Windows 10,1.38,15552108.0,1920x1080,,1.0,Intel Core i7 7500U,2.7,Intel,512.0,0.0,SSD,,Intel
Asus,Chromebook Flip,2 in 1 Convertible,12.5,4,Intel HD Graphics 515,Chrome OS,Chrome OS ,1.2,5948748.0,1920x1080,,1.0,Intel Core M M3-6Y30,0.9,Intel,64.0,0.0,Flash Storage,,Intel
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16,Intel HD Graphics 520,Windows,Windows 10,1.36,16690284.0,1920x1080,,1.0,Intel Core i7 6500U,2.5,Intel,512.0,0.0,SSD,,Intel
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,AMD Radeon 530,Windows,Windows 10,2.1,6126588.0,1920x1080,IPSPanel,0.0,Intel Core i7 7500U,2.7,Intel,500.0,0.0,HDD,,AMD
Dell,Inspiron 5577,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows,Windows 10,2.56,7282548.0,1920x1080,,0.0,Intel Core i5 7300HQ,2.5,Intel,1000.0,0.0,HDD,,Nvidia
Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,AMD Radeon 530,Windows,Windows 10,2.2,3547908.0,1920x1080,,0.0,AMD A9-Series 9420,2.9,AMD,256.0,0.0,SSD,,AMD
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,AMD Radeon R7,Windows,Windows 10,2.2,3814668.0,1366x768,,0.0,AMD A12-Series 9720P,3.6,AMD,1000.0,0.0,HDD,,AMD
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,Intel HD Graphics 620,Windows,Windows 10,2.1,5525933.4,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,1000.0,HDD  ,HDD,Intel
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,Intel HD Graphics 520,No OS,No OS ,1.9,4001400.0,1366x768,,0.0,Intel Core i3 6006U,2.0,Intel,500.0,0.0,HDD,,Intel
Dell,Vostro 5568,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,2.18,7069140.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Acer,Spin 5,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows,Windows 10,1.6,8883108.0,1920x1080,IPSPanel,1.0,Intel Core i5 8250U,1.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad P51s,Workstation,15.6,16,Nvidia Quadro M520M,Windows,Windows 7,2.18,16494660.0,1920x1080,,0.0,Intel Core i7 6500U,2.5,Intel,512.0,0.0,SSD,,Nvidia
Lenovo,Thinkpad T460p,Notebook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.8,10590372.0,1920x1080,,0.0,Intel Core i5 6300HQ,2.3,Intel,256.0,0.0,SSD,,Intel
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,AMD Radeon 530,Windows,Windows 10,2.71,5824348.92,1920x1080,IPSPanel,0.0,AMD A10-Series 9620P,2.5,AMD,2000.0,0.0,HDD,,AMD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.5,11106108.0,1920x1080,IPSPanel,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Dell,Latitude 5480,Notebook,14.0,8,Nvidia GeForce 930MX,Linux,Linux ,1.64,9683388.0,1920x1080,,0.0,Intel Core i5 7440HQ,2.8,Intel,256.0,0.0,SSD,,Nvidia
Dell,Vostro 5568,Notebook,15.6,8,Intel HD Graphics 620,Linux,Linux ,1.98,6455592.0,1920x1080,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Asus,VivoBook E403NA,Notebook,14.0,4,Intel HD Graphics 500,Windows,Windows 10,1.5,2649816.0,1920x1080,,0.0,Intel Celeron Dual Core N3350,1.1,Intel,32.0,0.0,Flash Storage,,Intel
Dell,Latitude 5580,Notebook,15.6,16,Intel HD Graphics 620,Windows,Windows 10,1.93,12685860.72,1920x1080,,0.0,Intel Core i5 7300U,2.6,Intel,512.0,0.0,SSD,,Intel
Lenovo,Thinkpad E470,Notebook,14.0,8,Nvidia GeForce 920MX,Windows,Windows 10,1.87,7621066.44,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Nvidia
Dell,Latitude 5580,Notebook,15.6,8,Intel HD Graphics 620,Windows,Windows 10,1.9,10483668.0,1920x1080,,0.0,Intel Core i5 7300U,2.6,Intel,256.0,0.0,SSD,,Intel
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,AMD Radeon R4,Windows,Windows 10,2.19,2649816.0,1366x768,,0.0,AMD A6-Series 7310,2.0,AMD,500.0,0.0,HDD,,AMD
Mediacom,Smartbook 142,Notebook,14.0,4,Intel HD Graphics 400,Windows,Windows 10,1.4,2356380.0,1920x1200,IPSPanel,0.0,Intel Atom Z8350,1.92,Intel,32.0,0.0,HDD,,Intel
HP,ProBook 470,Notebook,17.3,8,Nvidia GeForce 930MX,Windows,Windows 10,2.63,10670400.0,1920x1080,,0.0,Intel Core i7 7500U,2.7,Intel,256.0,0.0,SSD,,Nvidia
Lenovo,ThinkPad X1,Ultrabook,14.0,8,Intel HD Graphics 520,Windows,Windows 10,1.17,14997602.88,2560x1440,IPSPanel,0.0,Intel Core i7 6500U,2.5,Intel,512.0,0.0,SSD,,Intel
HP,Pavilion X360,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows,Windows 10,1.58,7439047.2,1366x768,IPSPanel,1.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Lenovo,ThinkPad T470s,Ultrabook,14.0,8,Intel HD Graphics 620,Windows,Windows 10,1.32,13329108.0,1920x1080,IPSPanel,0.0,Intel Core i5 7200U,2.5,Intel,256.0,0.0,SSD,,Intel
Dell,Alienware 17,Gaming,17.3,32,Nvidia GeForce GTX 1070,Windows,Windows 10,4.36,32539384.8,3840x2160,,0.0,Intel Core i7 7700HQ,2.8,Intel,1000.0,1000.0,SSD  ,HDD,Nvidia
MSI,GL72M 7REX,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows,Windows 10,2.7,11990684.16,1920x1080,,0.0,Intel Core i7 7700HQ,2.8,Intel,128.0,1000.0,SSD  ,HDD,Nvidia
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,Intel HD Graphics 620,No OS,No OS ,1.9,4356190.8,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 5570,Notebook,15.6,8,AMD Radeon 530,Windows,Windows 10,2.2,6393348.0,1920x1080,,0.0,Intel Core i5 8250U,1.6,Intel,128.0,1000.0,SSD  ,HDD,AMD
Dell,Inspiron 5378,2 in 1 Convertible,13.3,4,Intel HD Graphics 620,Windows,Windows 10,1.71,5770908.0,1920x1080,,1.0,Intel Core i3 7100U,2.4,Intel,1000.0,0.0,HDD,,Intel
Dell,Inspiron 5567,Notebook,15.6,8,AMD Radeon R7 M445,Linux,Linux ,2.32,5242011.84,1366x768,,0.0,Intel Core i5 7200U,2.5,Intel,1000.0,0.0,HDD,,AMD
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,AMD Radeon 520,Windows,Windows 10,2.1,4348188.0,1920x1080,,0.0,AMD A9-Series 9420,3.0,AMD,1000.0,0.0,HDD,,AMD
